short_name,player_positions,overall,potential,age,club_team_id,club_name,league_id,league_name,nationality_id,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
J. Andersen,"CM, CDM",67,67,30,112199,Sarpsborg 08,41,Eliteserien,13,Denmark,Right,3,3,1,High/High,71,61,64,67,61,81,14,13,13,8,14,
J. Zimmer,"RB, RM",67,67,29,29,Kaiserslautern,20,2. Bundesliga,21,Germany,Right,3,2,1,High/Medium,89,59,59,68,58,65,13,7,14,16,11,
B. PelÃ©,"RM, LM",67,67,31,113742,Concarneau,17,Ligue 2,18,France,Left,3,3,1,Medium/Medium,83,60,66,68,39,51,7,11,8,16,12,
M. Perez,"CDM, CM",67,67,32,1805,Grenoble Foot 38,17,Ligue 2,18,France,Right,3,3,1,Medium/Medium,72,52,63,66,62,75,7,7,8,7,13,
Ã‰. Davis,LB,67,67,32,688,DC United,39,Major League Soccer,87,Panama,Left,2,3,1,Medium/Medium,60,45,63,60,69,69,14,7,6,15,12,
Y. Kubo,"CM, CDM, LM",67,67,29,113149,Cincinnati,39,Major League Soccer,163,Japan,Right,4,4,1,Medium/Medium,70,63,67,70,62,67,9,11,14,11,12,
B. VÃ©jar,"LB, LM",67,67,27,111328,Palestino,335,Primera Division,55,Chile,Right,4,3,1,Medium/High,89,51,61,70,58,68,7,14,12,9,10,
A. Appindangoye,CB,67,67,31,101041,Sivasspor,68,Super Lig,115,Gabon,Right,2,2,1,Medium/Medium,51,45,54,51,68,75,6,11,10,8,8,
CafÃº,"CDM, CAM",67,67,30,1797,Rotherham United,14,Championship,38,Portugal,Right,3,3,1,Medium/High,58,69,62,65,63,76,11,9,13,12,11,
F. Piasecki,ST,67,67,28,114326,RakÃ³w CzÄ™stochowa,66,Ekstraklasa,37,Poland,Right,3,3,1,Medium/Medium,76,68,58,64,35,77,10,9,9,15,9,
D. Iorfa,"CB, RB",67,67,28,1807,Sheffield Wednesday,14,Championship,14,England,Right,3,2,1,High/Medium,74,40,54,57,65,73,13,13,8,10,8,
R. Augustyniak,"CB, CDM",67,67,29,1871,Legia Warszawa,66,Ekstraklasa,37,Poland,Right,3,2,1,High/Medium,65,48,60,60,66,78,12,15,13,8,9,
J. Grant,"CAM, CM",67,67,28,80,Hearts,50,Premiership,14,England,Right,4,3,1,Medium/Medium,67,64,69,68,57,66,10,11,15,11,11,
G. Paquiez,"RB, LB, CB",67,67,29,1805,Grenoble Foot 38,17,Ligue 2,18,France,Right,3,2,1,Medium/Medium,70,45,59,62,63,73,15,12,7,8,16,
J. Cristaldo,"ST, LW, CF",67,67,34,110970,Oriente Petrolero,2017,Liga De Futbol Prof,52,Argentina,Right,4,3,1,High/Medium,60,70,63,71,28,68,13,13,16,12,9,
L. GonzÃ¡lez,CB,67,67,29,111019,Argentinos Juniors,353,Liga Profesional,52,Argentina,Left,3,2,1,High/Medium,73,43,56,63,65,77,12,15,14,14,15,
B. Tuiloma,"CB, RB",67,67,28,114640,Charlotte,39,Major League Soccer,198,New Zealand,Right,4,2,1,High/Medium,62,55,64,59,66,75,6,12,16,8,14,
A. Al Sulayhim,"CM, CDM",67,67,29,112139,Al Nassr,350,Pro League,183,Saudi Arabia,Right,3,3,1,Medium/Medium,66,60,67,73,58,61,8,15,11,9,14,
D. Epassy,GK,67,67,30,113058,Abha,350,Pro League,103,Cameroon,Right,3,1,1,Medium/Medium,,,,,,,68,64,61,64,70,42
A. Oudrhiri,"CM, CDM",67,67,30,744,Rio Ave,308,Liga Portugal,18,France,Right,3,3,1,Medium/Medium,67,47,69,70,59,63,14,14,11,15,7,
M. MaroÅ¡i,GK,67,67,29,127,Shrewsbury Town,60,League One,43,Slovakia,Right,3,1,1,Medium/Medium,,,,,,,67,66,61,67,68,41
Lee Gwang Hyeok,"RM, LM",67,67,27,112558,Suwon,83,K League 1,167,Korea Republic,Left,4,3,1,High/Medium,84,56,59,70,37,47,7,8,10,12,14,
A. Al Bishi,"RW, LW",67,67,29,113217,Damac,350,Pro League,183,Saudi Arabia,Left,2,3,1,High/Low,85,58,62,72,28,63,10,12,6,14,16,
F. Aliti,"CB, LB",67,67,29,113142,Alanyaspor,68,Super Lig,219,Kosovo,Left,2,2,1,Medium/High,63,46,57,60,65,80,7,10,10,15,10,
J. VÃ©lez,"CAM, RM",67,67,28,113029,CÃ©sar Vallejo,2020,Primera Division,57,Ecuador,Right,3,3,1,Medium/Medium,64,64,66,68,36,55,13,13,11,14,9,
Y. KonÃ©,"LB, CB",67,67,27,8001,RWDM,4,Jupiler Pro League,126,Mali,Left,3,3,1,High/Medium,73,46,60,67,64,68,14,14,10,14,9,
Ji Xiang,"RB, RM",67,67,33,111724,Shandong Taishan,2012,Super League,155,China PR,Right,3,3,1,High/High,72,57,66,63,63,73,10,6,15,8,7,
Y. Asad,"LM, CM, CAM",67,67,28,688,DC United,39,Major League Soccer,52,Argentina,Right,3,3,1,High/High,73,63,65,69,57,68,6,12,15,8,7,
L. Zander,RWB,67,67,27,110178,Sandhausen,2076,3. Liga,21,Germany,Right,3,2,1,Medium/Medium,76,37,57,62,63,66,16,16,8,15,11,
T. Pachonik,"RWB, LWB",67,67,28,917,StabÃ¦k,41,Eliteserien,21,Germany,Right,2,3,1,High/Medium,72,47,58,63,62,78,9,11,7,12,12,
J. Nouble,"ST, LW, LM",67,67,27,621,Livingston,50,Premiership,14,England,Right,3,3,1,High/Low,77,62,59,71,29,76,12,15,8,12,9,
M. Rasmussen,CM,67,67,27,110747,Cracovia KrakÃ³w,66,Ekstraklasa,13,Denmark,Right,3,3,1,High/Medium,51,61,67,64,57,71,16,12,14,14,12,
C. OsmanpaÅŸa,CB,67,67,35,101041,Sivasspor,68,Super Lig,48,Turkey,Right,2,2,1,Low/High,45,32,50,49,69,69,14,10,9,13,6,
Åž. Ã–zbayraklÄ±,RB,67,67,33,101014,Ä°stanbul BaÅŸakÅŸehir,68,Super Lig,48,Turkey,Right,2,3,1,Medium/Medium,70,56,63,66,63,68,8,7,10,16,13,
L. Diarte,LB,67,67,30,111022,Belgrano,353,Liga Profesional,52,Argentina,Left,3,2,1,Medium/Medium,62,30,53,62,66,66,7,14,7,14,15,
A. SpÃ¶rle,"LB, LM",67,67,27,110394,Arsenal de Sarandi,353,Liga Profesional,52,Argentina,Left,3,3,1,High/Low,73,55,59,63,63,71,10,10,11,14,13,
L. Gregory,ST,67,67,34,1807,Sheffield Wednesday,14,Championship,14,England,Right,3,3,1,High/Medium,53,67,56,64,28,80,7,13,15,8,15,
M. Egho,ST,67,67,29,1786,Randers,1,Superliga,4,Austria,Left,2,2,1,Medium/Medium,74,66,55,65,36,72,8,6,9,9,13,
Agus Medina,"CDM, CAM, CM",67,67,28,1854,Albacete,54,La Liga 2,45,Spain,Right,2,2,1,Medium/Medium,69,63,65,64,65,72,14,8,12,7,16,
P. Johansson,RB,67,67,28,710,DjurgÃ¥rden,56,Allsvenskan,46,Sweden,Right,2,3,1,High/Medium,82,51,57,62,61,79,8,13,16,6,9,
N. Mbemba,"CM, RB, CDM",67,67,28,1738,Le Havre,16,Ligue 1,110,Congo DR,Right,3,3,1,Medium/Medium,66,60,65,68,63,73,12,15,12,8,7,
R. MuriÄ‡,"RW, RM",67,67,27,101033,Konyaspor,68,Super Lig,10,Croatia,Left,3,3,1,Medium/Medium,75,64,64,73,31,61,12,8,8,8,14,
Paulo Ricardo,CB,67,67,28,113222,Al Hazem,350,Pro League,54,Brazil,Right,2,2,1,Medium/Medium,64,41,53,52,69,67,12,14,12,6,15,
L. Cueto,"LW, RW",67,67,27,503,Dynamo Dresden,2076,3. Liga,21,Germany,Right,4,3,1,Medium/Low,89,62,55,71,35,53,9,14,12,6,11,
Dani RamÃ­rez,"CAM, CM",67,67,31,111085,ÅKS ÅÃ³dÅº,66,Ekstraklasa,45,Spain,Left,4,3,1,High/Low,66,64,67,69,36,56,13,7,8,10,10,
M. Greve,CM,67,67,28,269,BrÃ¸ndby,1,Superliga,13,Denmark,Right,3,3,1,Medium/Medium,69,61,67,68,53,71,16,9,12,13,13,
M. Al Kuwaykibi,RM,67,67,28,112096,Al Ettifaq,350,Pro League,183,Saudi Arabia,Left,3,4,1,High/Medium,80,63,63,69,27,52,7,13,10,7,12,
Grego Sierra,CB,67,67,30,10846,Burgos,54,La Liga 2,45,Spain,Left,3,2,1,Medium/Medium,52,50,53,57,68,70,11,6,7,9,9,
J. BenÃ­tez,ST,67,67,30,110406,ColÃ³n,353,Liga Profesional,58,Paraguay,Right,3,3,1,High/Low,68,65,57,67,24,70,15,16,15,7,7,
R. MÃ¼hren,ST,67,67,34,645,FC Volendam,10,Eredivisie,34,Netherlands,Right,4,3,1,Medium/Medium,63,70,61,62,41,72,8,14,11,11,8,
D. Bohar,LM,67,67,31,110749,ZagÅ‚Ä™bie Lubin,66,Ekstraklasa,44,Slovenia,Right,3,3,1,High/Medium,77,63,65,66,33,65,11,12,13,9,10,
A. Al Ammar,"LB, LWB",67,67,29,112387,Al Ahli Jeddah,350,Pro League,183,Saudi Arabia,Left,3,2,1,High/Medium,76,51,65,69,59,67,16,12,10,16,15,
A. Mina,CB,67,67,32,115358,Palmaflor del TrÃ³pico,2017,Liga De Futbol Prof,57,Ecuador,Right,3,2,1,Medium/Medium,40,36,52,49,66,74,10,16,14,7,12,
H. Riojas,"CB, RB, LB",67,67,31,111011,Cienciano,2020,Primera Division,59,Peru,Right,3,2,1,Medium/High,60,33,50,57,66,72,11,10,11,15,15,
N. Kreuzer,"RB, RW",67,67,30,110482,Hallescher FC,2076,3. Liga,21,Germany,Right,3,3,1,High/Medium,78,59,65,65,58,71,10,13,15,16,10,
M. Araujo,CB,67,67,28,111140,Portland Timbers,39,Major League Soccer,59,Peru,Right,3,2,1,Medium/Medium,62,36,49,58,66,71,13,15,9,16,8,
I. SantillÃ¡n,"LB, LWB, LM",67,67,32,111011,Cienciano,2020,Primera Division,59,Peru,Left,2,3,1,Medium/High,73,59,65,67,62,65,14,14,12,12,7,
C. Dunkley,CB,67,67,31,127,Shrewsbury Town,60,League One,14,England,Right,3,2,1,Medium/High,50,36,42,49,66,81,15,14,15,12,11,
C. Depres,ST,67,67,28,111659,Rodez,17,Ligue 2,18,France,Right,3,3,1,Medium/Low,33,71,53,64,31,59,7,12,10,12,11,
L. Andrenacci,GK,67,67,28,190,Brescia,32,Serie B,27,Italy,Right,2,1,1,Medium/Medium,,,,,,,68,67,62,67,69,50
S. EcheverrÃ­a,"CB, RB",67,67,33,114600,GuabirÃ¡,2017,Liga De Futbol Prof,52,Argentina,Left,2,2,1,Medium/Medium,54,23,41,41,69,71,13,11,16,15,16,
Park Yong Woo,"CDM, CM",67,67,29,111701,Al Ain,2013,Pro League,167,Korea Republic,Right,3,2,1,Medium/Medium,58,57,61,60,63,78,14,14,8,15,11,
S. Britos,GK,67,67,35,111326,Liverpool,338,Primera Division,60,Uruguay,Right,3,1,1,Medium/Medium,,,,,,,59,68,63,76,67,24
A. Vita,"CM, RB",67,67,30,111993,Cittadella,32,Serie B,27,Italy,Right,3,2,1,High/Medium,78,62,67,68,58,65,10,7,13,12,15,
D. Saint-Louis,"RW, LW, LM",67,67,28,111539,Vizela,308,Liga Portugal,107,Congo,Right,4,4,1,High/Medium,83,64,61,70,31,62,16,7,9,16,12,
F. Ãlvarez,"CAM, RM, LM",67,67,30,110406,ColÃ³n,353,Liga Profesional,52,Argentina,Right,3,4,1,Low/Low,67,65,65,67,34,74,8,6,14,7,11,
J. McCarthy,GK,67,67,30,112996,Los Angeles FC,39,Major League Soccer,95,United States,Right,2,1,1,Medium/Medium,,,,,,,68,66,60,66,69,35
A. Figuera,"CDM, CM",67,67,33,110967,Blooming,2017,Liga De Futbol Prof,61,Venezuela,Right,3,2,1,High/High,64,46,62,61,68,64,12,9,9,8,7,
R. Civelek,"RM, RB",67,67,27,101020,Kayserispor,68,Super Lig,48,Turkey,Right,3,3,1,Medium/High,76,57,64,69,62,59,11,13,10,8,14,
J. Ward,"RWB, RB, RM",67,67,27,91,Derby County,60,League One,14,England,Right,3,3,1,Medium/Medium,83,54,63,70,55,54,15,6,10,6,15,
I. Protti,"RM, CAM, LM",67,67,28,111715,Tigre,353,Liga Profesional,52,Argentina,Left,2,3,1,Medium/Medium,79,62,60,68,24,59,7,13,15,15,8,
G. BÃ¡ez,LB,67,67,27,111325,Nacional,338,Primera Division,52,Argentina,Left,3,2,1,Medium/Medium,76,33,48,62,62,72,7,11,10,16,9,
C. Charisis,"CM, CDM",67,67,28,101041,Sivasspor,68,Super Lig,22,Greece,Right,3,3,1,Medium/High,57,62,68,69,64,69,10,7,12,11,9,
J. Mulraney,"RW, LW, LM",67,67,27,423,St Patrick's,65,Premier Division,25,Republic of Ireland,Left,3,3,1,High/Medium,87,61,60,69,47,52,6,10,11,6,11,
Francisco Ramos,"CM, CDM",67,67,28,111088,Radomiak Radom,66,Ekstraklasa,38,Portugal,Right,3,3,1,Medium/Medium,64,57,67,67,61,73,9,15,6,7,8,
H. Tijanovich,"LM, ST, RM",67,67,27,110404,Banfield,353,Liga Profesional,52,Argentina,Right,3,3,1,Medium/Medium,79,67,59,69,35,61,12,5,5,14,7,
D. Kiki,"LB, RB",67,67,29,110075,SSC Farul,330,Liga 1,99,Benin,Left,3,3,1,High/Medium,77,49,57,64,62,75,7,15,13,14,11,
R. Sharahili,"CDM, CM",67,67,30,111674,Al Shabab,350,Pro League,183,Saudi Arabia,Right,3,2,1,High/Medium,58,52,57,63,63,77,10,15,10,14,7,
J. Sabbatini,"CM, CDM",67,67,35,10032,Lugano,189,Super League,60,Uruguay,Left,3,3,1,Medium/Medium,54,61,69,68,61,66,8,11,9,10,7,
K. Dermaku,CB,67,67,31,347,Lecce,31,Serie A,1,Albania,Left,3,2,1,Medium/Medium,33,38,47,45,67,74,6,7,8,12,7,
Narcisso Mo,"LB, RB",67,67,23,111042,GoiÃ¡s,7,Serie A,54,Brazil,Right,4,2,1,Medium/Medium,64,55,61,57,63,66,16,11,11,17,13,
Botelhinonsa,RB,67,67,23,1039,Athletico Paranaense,7,Serie A,54,Brazil,Right,3,2,1,Medium/Medium,62,52,59,56,69,73,11,8,19,9,17,
KauÃ£ Zanson,"CB, RB",67,67,27,567,Fluminense,7,Serie A,54,Brazil,Right,3,2,1,Medium/Medium,65,45,49,62,70,59,8,9,11,8,10,
Jadenilson Baia,"RWB, RB",67,67,35,1041,Corinthians,7,Serie A,54,Brazil,Right,3,2,1,High/High,76,48,58,63,62,63,8,6,8,11,13,
Welson Leima,"CDM, CM, CAM",67,67,27,112001,AmÃ©rica Mineiro,7,Serie A,54,Brazil,Right,3,2,1,Medium/Medium,45,39,63,47,67,68,15,15,15,14,14,
Gustavo Pastinho,"ST, RM",67,67,31,1048,Internacional,7,Serie A,54,Brazil,Right,3,3,1,Medium/Medium,81,69,54,73,33,66,10,8,12,9,12,
Adriano Junqueiras,CB,67,67,27,1041,Corinthians,7,Serie A,54,Brazil,Right,3,2,1,Medium/Medium,52,29,34,45,67,74,16,9,8,12,10,
RÃ´mulÃ£o Selva,"ST, CF",67,67,31,112001,AmÃ©rica Mineiro,7,Serie A,54,Brazil,Right,5,4,1,Medium/Low,79,61,60,74,23,60,12,8,11,7,12,
Rafael de Aseiro,GK,67,67,31,598,SÃ£o Paulo,7,Serie A,54,Brazil,Left,1,1,1,Medium/Medium,,,,,,,67,59,58,68,71,42
Silaldo Taffarel,CM,67,67,31,1041,Corinthians,7,Serie A,54,Brazil,Right,3,2,1,High/High,66,63,63,67,62,78,15,14,8,12,14,
Michildo Melo,"LM, LB",67,67,35,517,Botafogo,7,Serie A,54,Brazil,Left,4,3,1,Medium/Medium,79,54,64,61,60,66,6,5,6,7,13,
J. Angulo,ST,67,67,28,110986,LDU Quito,2018,Liga Pro,57,Ecuador,Right,4,3,1,Medium/Low,75,66,58,66,31,67,13,11,5,14,9,
G. Aburjania,"CM, CDM, CAM",67,67,28,101028,Hatayspor,68,Super Lig,20,Georgia,Right,5,2,1,Medium/Medium,52,62,67,68,63,72,8,7,7,6,11,
J. Niezgoda,ST,67,67,28,111140,Portland Timbers,39,Major League Soccer,37,Poland,Right,5,3,1,Medium/Medium,79,67,52,66,34,62,11,6,7,7,11,
S. UgarkoviÄ‡,"CDM, CM",67,67,28,112224,Melbourne City,351,A-League,195,Australia,Right,3,3,1,Medium/High,66,51,63,66,63,76,13,10,12,14,10,
B. Trawally,"LW, ST",67,67,28,708,Hammarby,56,Allsvenskan,116,Gambia,Right,3,3,1,High/Medium,74,66,60,68,31,59,8,11,14,7,13,
F. Sbuttoni,CB,67,67,34,112713,Sarmiento,353,Liga Profesional,52,Argentina,Left,2,2,1,Low/High,42,31,46,45,66,76,9,10,12,11,5,
D. Sappa,GK,67,67,28,101083,Estudiantes,353,Liga Profesional,52,Argentina,Right,3,1,1,Medium/Medium,,,,,,,64,62,62,69,69,38
A. Esaka,"CAM, ST, CF",67,67,31,1473,Ulsan,83,K League 1,163,Japan,Right,4,3,1,High/Medium,79,65,66,69,51,63,6,9,9,5,12,
J. Amano,"CM, CAM",67,67,31,1477,Jeonbuk Motors,83,K League 1,163,Japan,Left,3,3,1,High/Medium,73,62,68,71,54,62,5,6,13,7,14,
K. Hashimoto,CM,67,67,29,110839,Huesca,54,La Liga 2,163,Japan,Right,2,3,1,Medium/Medium,73,61,62,64,65,78,14,8,14,10,8,
A. ToÈ™ca,"CB, LWB, LB",67,67,31,113037,Al Riyadh,350,Pro League,39,Romania,Left,3,2,1,Medium/Medium,70,46,58,59,66,70,13,6,12,12,12,
Pomares,"LB, LM",67,67,30,110827,Real Oviedo,54,La Liga 2,45,Spain,Left,3,2,1,Medium/Medium,71,53,59,59,64,70,7,6,12,6,13,
S. Camara,CB,67,67,30,101041,Sivasspor,68,Super Lig,126,Mali,Left,2,2,1,Medium/Medium,57,39,51,51,66,76,11,11,7,10,12,
N. LeguizamÃ³n,ST,67,67,28,112965,Central Cordoba SdE,353,Liga Profesional,52,Argentina,Right,2,3,1,Medium/Low,67,67,60,66,38,69,8,11,5,10,13,
A. IoniÈ›Äƒ,"LW, CAM",67,67,28,310,Rapid Bucuresti,330,Liga 1,39,Romania,Left,4,4,1,Medium/Medium,75,62,65,71,37,60,9,15,11,9,6,
Claudio Mouria,CAM,67,67,31,1053,Santos,7,Serie A,54,Brazil,Right,3,3,1,Medium/Low,63,68,66,70,31,64,9,7,13,10,8,
C. Rizzuto,"LWB, RWB",67,67,31,523,SaarbrÃ¼cken,2076,3. Liga,21,Germany,Right,3,3,1,Medium/High,75,52,60,67,58,72,14,11,6,15,7,
N. Alho,"RB, RWB, RM",67,67,30,,,,,17,Finland,Right,3,3,1,Medium/Medium,80,58,62,66,58,67,15,6,14,9,14,
J. Attamah,"CDM, CM, CB",67,67,29,101020,Kayserispor,68,Super Lig,117,Ghana,Right,2,2,1,Low/High,64,45,55,59,66,72,6,6,13,9,12,
R. Edwards,"LB, LM, LWB",67,67,27,697,LA Galaxy,39,Major League Soccer,70,Canada,Left,3,3,1,High/Medium,77,54,62,70,60,70,7,14,10,10,9,
H. Salaberry,CB,67,67,36,112184,River Plate,338,Primera Division,60,Uruguay,Right,2,2,1,Medium/Medium,38,33,38,38,72,62,9,10,8,8,14,
A. Beghetto,"LB, LWB, LM",67,67,28,110738,Pisa,32,Serie B,27,Italy,Left,2,3,1,High/Medium,80,49,63,65,60,62,8,7,8,6,13,
L. Strizzolo,"ST, LM",67,67,31,1744,Modena,32,Serie B,27,Italy,Right,3,2,1,Medium/High,70,66,51,63,32,72,14,6,8,8,12,
Heitor Muto,"CAM, LW",67,67,31,111042,GoiÃ¡s,7,Serie A,54,Brazil,Left,4,3,1,Medium/Medium,64,67,62,70,26,53,15,18,10,10,17,
P. Velasco,RB,67,67,30,110981,Barcelona Guayaquil,2018,Liga Pro,57,Ecuador,Right,3,2,1,High/Medium,77,52,57,60,61,69,14,10,15,15,11,
Lasure,"LB, LM",67,67,29,113356,Amorebieta,54,La Liga 2,45,Spain,Left,3,2,1,Medium/Medium,69,44,57,60,63,72,8,10,13,10,9,
P. Hamel,ST,67,67,29,111817,Paris,17,Ligue 2,18,France,Right,3,2,1,Medium/Medium,48,68,57,64,28,63,11,14,13,13,13,
S. SÃ¸rli,RW,67,67,27,918,BodÃ¸ / Glimt,41,Eliteserien,36,Norway,Left,2,3,1,High/Medium,90,58,60,66,53,55,10,8,6,8,5,
H. Mancilla,"CDM, CM",67,67,31,112713,Sarmiento,353,Liga Profesional,56,Colombia,Right,3,2,1,Medium/Medium,57,34,61,54,62,79,15,14,13,11,10,
N. Lima,"RB, LB",67,67,28,114161,Austin,39,Major League Soccer,95,United States,Right,4,3,1,High/High,79,61,60,67,61,73,9,12,14,8,11,
D. Mitchell,LWB,67,67,26,143,Exeter City,60,League One,14,England,Left,3,3,1,High/High,90,61,63,66,57,67,13,7,12,9,12,
J. Vargas,RB,67,67,28,112914,Metropolitanos,2019,Primera Division,61,Venezuela,Right,3,3,1,High/Low,77,50,58,63,62,66,5,13,5,9,14,
Lee Soon Min,"CM, CDM",67,67,29,112258,Gwangju,83,K League 1,167,Korea Republic,Right,3,2,1,Medium/High,65,48,63,65,63,75,9,6,12,5,7,
L. Schnellbacher,"ST, LM",67,67,29,580,Elversberg,20,2. Bundesliga,21,Germany,Right,4,3,1,Medium/Medium,84,65,50,65,38,67,6,7,7,9,15,
S. Ã‡iftpÄ±nar,CB,67,67,30,111339,KasÄ±mpaÅŸa,68,Super Lig,48,Turkey,Right,2,2,1,Low/High,71,25,40,49,67,70,13,14,11,15,11,
P. Wiesinger,CB,67,67,29,252,LASK Linz,80,Bundesliga,4,Austria,Left,3,2,1,Medium/Medium,65,54,57,58,69,63,12,12,6,6,9,
T. HaliloviÄ‡,"CAM, CM",67,67,28,211,Dinamo Zagreb,317,1. HNL,10,Croatia,Right,3,3,1,High/Medium,59,60,66,67,62,71,14,11,14,9,9,
S. Quiroga,"CAM, CM, LM",67,67,29,112713,Sarmiento,353,Liga Profesional,52,Argentina,Right,3,3,1,Medium/Medium,72,57,68,71,51,56,14,15,11,6,10,
C. Gebauer,"RM, RWB",67,67,29,15009,Rheindorf Altach,80,Bundesliga,4,Austria,Right,3,3,1,Medium/Medium,79,62,58,65,52,67,14,12,6,8,14,
A. Celli,"LWB, LB, CB",67,67,29,570,Ternana,32,Serie B,27,Italy,Left,2,2,1,Medium/Medium,71,46,57,63,63,72,11,9,13,11,7,
I. Marconi,CB,67,67,33,1843,Palermo,32,Serie B,27,Italy,Left,3,2,1,Low/High,63,44,46,51,66,68,8,10,13,14,6,
B. Henning,"CM, CAM",67,67,28,110645,Viktoria KÃ¶ln,2076,3. Liga,21,Germany,Right,3,3,1,High/High,68,55,60,69,64,70,6,8,14,6,9,
R. GonzÃ¡lez,CB,67,67,32,110980,Colo-Colo,335,Primera Division,52,Argentina,Right,3,2,1,Medium/Medium,34,37,45,51,66,76,9,14,10,8,13,
A. ZreÄ¾Ã¡k,ST,67,67,29,112511,Warta PoznaÅ„,66,Ekstraklasa,43,Slovakia,Left,4,2,1,Medium/High,63,66,49,63,29,76,13,14,7,10,7,
L. Angulo,"CM, CDM",67,67,27,112744,Deportivo Pereira,336,Liga BetPlay,56,Colombia,Right,3,3,1,Medium/Medium,68,63,61,66,58,76,13,11,7,8,12,
A. CzerwiÅ„ski,"RB, CB",67,67,30,873,Lech PoznaÅ„,66,Ekstraklasa,37,Poland,Right,3,3,1,Medium/Medium,80,42,62,64,63,69,8,13,11,11,12,
T. MÃ¼ller,CB,67,67,28,10030,Paderborn,20,2. Bundesliga,21,Germany,Right,3,2,1,Low/Medium,68,31,49,56,66,71,10,5,13,9,8,
G. AsÃ­s,"RB, RWB, CM",67,67,27,112689,Platense,353,Liga Profesional,52,Argentina,Right,3,2,1,Medium/Medium,75,44,60,67,63,69,11,5,7,9,7,
A. Vrenezi,"CAM, LM",67,67,29,33,1860 MÃ¼nchen,2076,3. Liga,219,Kosovo,Right,4,3,1,Medium/Medium,79,66,61,71,20,54,8,15,7,8,11,
S. Al Nabit,"LM, RM",67,67,27,112387,Al Ahli Jeddah,350,Pro League,183,Saudi Arabia,Right,3,3,1,High/Medium,77,57,60,70,30,54,12,11,8,9,13,
C. Tilt,CB,67,67,31,113926,Salford City,61,League Two,82,Jamaica,Left,3,2,1,High/Medium,60,33,41,51,66,75,12,11,11,6,9,
M. OrtÃ­z,"CB, RB",67,67,29,111708,AtlÃ©tico TucumÃ¡n,353,Liga Profesional,52,Argentina,Right,2,2,1,Medium/Medium,65,25,53,57,65,74,5,9,8,14,12,
T. Goppel,RM,67,67,26,492,Wehen Wiesbaden,20,2. Bundesliga,34,Netherlands,Right,2,3,1,Medium/Low,87,57,61,66,50,67,6,14,5,12,14,
A. Karimi,"CM, CDM",67,67,29,101020,Kayserispor,68,Super Lig,161,Iran,Right,3,2,1,Medium/Medium,59,60,64,67,64,70,6,14,13,9,5,
A. Blondell,ST,67,67,29,110993,Monagas,2019,Primera Division,61,Venezuela,Right,3,3,1,High/Low,70,68,52,63,30,71,10,8,11,13,15,
Vagner,"ST, LM, RM",67,67,27,68,Metz,16,Ligue 1,104,Cape Verde Islands,Right,3,4,1,Medium/Low,81,69,64,71,31,58,10,9,15,9,11,
C. Burke,ST,67,67,31,689,New York RB,39,Major League Soccer,82,Jamaica,Right,3,2,1,Medium/High,76,65,40,61,34,75,10,8,9,11,8,
A. RodrÃ­guez,"CAM, ST, RM",67,67,27,114580,Delfin,2018,Liga Pro,52,Argentina,Right,3,3,1,Medium/Medium,74,64,59,70,48,59,14,14,13,9,8,
A. Succar,ST,67,67,27,111014,Universitario,2020,Primera Division,59,Peru,Right,3,3,1,Medium/Low,77,69,61,66,26,67,13,8,15,11,13,
J. Cascante,CB,67,67,29,114161,Austin,39,Major League Soccer,72,Costa Rica,Right,3,2,1,Medium/Medium,50,37,48,55,65,73,5,15,10,6,7,
A. Roldan,"RB, RM, RWB",67,67,26,111144,Seattle Sounders,39,Major League Soccer,76,El Salvador,Right,2,3,1,High/High,73,56,64,68,60,69,10,6,14,8,6,
Li Shuai,"LB, LWB, LM",67,67,28,112540,Shanghai Port,2012,Super League,155,China PR,Right,4,3,1,High/Medium,81,41,58,65,61,72,6,7,10,13,14,
S. Strand,"LB, RB",67,67,30,708,Hammarby,56,Allsvenskan,46,Sweden,Right,4,2,1,Medium/Medium,85,31,55,61,61,66,14,13,8,9,13,
F. Rieder,LM,67,67,27,111822,Wolfsberger AC,80,Bundesliga,4,Austria,Right,4,3,1,Medium/High,75,53,63,68,49,65,12,10,11,12,14,
E. BekiroÄŸlu,"CM, CAM, CF",67,67,27,101007,AnkaragÃ¼cÃ¼,68,Super Lig,48,Turkey,Right,2,3,1,Medium/Medium,69,62,67,70,46,69,11,11,12,12,11,
G. GbellÃ©,"CM, CAM",67,67,30,112552,Quevilly Rouen,17,Ligue 2,18,France,Right,3,2,1,High/High,69,53,63,68,62,72,12,10,14,9,13,
J. VukoviÄ‡,"CDM, CM",67,67,31,131389,Pendikspor,68,Super Lig,10,Croatia,Right,3,3,1,Medium/Medium,53,49,62,64,64,73,11,7,8,6,9,
P. Haring,"CDM, CM",67,67,30,80,Hearts,50,Premiership,4,Austria,Right,3,2,1,Medium/Medium,57,54,63,62,66,76,8,9,5,13,8,
Jorge FÃ©lix,"LM, CAM, ST",67,67,31,111086,Piast Gliwice,66,Ekstraklasa,45,Spain,Right,4,4,1,Medium/Low,66,64,65,68,29,49,8,6,10,7,7,
